Unnamed: 0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,bed_bath_sum,renovation_yes,sqft_living_plus_lot,sqft_living_plus_lot_15,lat_long,distance_from_flatiron
6991,9161100460,2015-03-23,525000.0,2,1.0,1000,4950,1.0,0.0,0.0,3,7,800,200.0,1948,,98116,47.5671,-122.39399999999999,1060,5500,3.0,0,5950,6560,"(47.5671, -122.39399999999999)",3.961210342116934
6992,8069000216,2014-07-22,356200.0,3,2.0,1690,10062,1.0,0.0,2.0,5,7,940,750.0,1928,,98178,47.5102,-122.241,2390,6650,5.0,0,11752,9040,"(47.5102, -122.241)",8.156780415037044
6993,3401700255,2014-07-29,595000.0,4,2.0,3090,87120,1.0,0.0,0.0,4,7,1590,1500.0,1974,,98072,47.7275,-122.12200000000001,2560,88426,6.0,0,90210,90986,"(47.7275, -122.12200000000001)",12.893173977508306
6994,4083306720,2014-09-15,560000.0,4,1.5,1790,3420,1.0,0.0,0.0,4,7,1020,770.0,1923,,98103,47.6489,-122.337,1680,3420,5.5,0,5210,5100,"(47.6489, -122.337)",2.7432024088753404
6995,6377200010,2014-12-08,2180000.0,4,3.0,4750,21701,1.5,0.0,0.0,5,11,4750,,1976,,98004,47.6454,-122.21799999999999,3120,18551,7.0,0,26451,21671,"(47.6454, -122.21799999999999)",6.049935108823336
6996,2767601100,2014-10-27,513000.0,4,2.0,2090,4000,1.0,0.0,0.0,3,7,1480,610.0,1951,,98107,47.6751,-122.37899999999999,1510,5000,6.0,0,6090,6510,"(47.6751, -122.37899999999999)",4.968241649668915
6997,2856100185,2014-07-21,365000.0,2,1.0,680,2550,1.0,0.0,0.0,4,5,680,,1901,,98117,47.6767,-122.38799999999999,1120,5100,3.0,0,3230,6220,"(47.6767, -122.38799999999999)",5.248177868353352
6998,3438500797,2014-07-08,368000.0,4,1.75,2100,11942,1.0,0.0,0.0,3,7,1030,1070.0,1964,,98106,47.55,-122.35600000000001,1170,6986,5.75,0,14042,8156,"(47.55, -122.35600000000001)",4.192118033813151
6999,6738700275,2014-06-25,870000.0,4,2.75,2840,4000,1.5,0.0,0.0,5,8,1960,880.0,1912,,98144,47.5846,-122.291,2750,4000,6.75,0,6840,6750,"(47.5846, -122.291)",2.7099443063682234
7000,1761100190,2014-07-24,225000.0,3,2.25,1470,6808,1.0,0.0,0.0,3,7,1160,310.0,1984,,98023,47.2884,-122.365,1570,7881,5.25,0,8278,9451,"(47.2884, -122.365)",22.205696235729064
7001,713500020,2015-04-21,1390000.0,4,4.5,4490,24767,2.0,0.0,2.0,3,11,3800,690.0,1998,,98006,47.5544,-122.147,3370,32700,8.5,0,29257,36070,"(47.5544, -122.147)",9.600684511856977
7002,5412310170,2014-06-19,177000.0,3,1.75,1150,8079,1.0,0.0,0.0,4,7,1150,,1983,,98030,47.3766,-122.18,1540,7399,4.75,0,9229,8939,"(47.3766, -122.18)",17.6500831571148
7003,7751800080,2015-01-27,465000.0,3,1.5,1460,9879,1.0,0.0,0.0,3,7,1460,,1956,,98008,47.6346,-122.12700000000001,1610,10050,4.5,0,11339,11660,"(47.6346, -122.12700000000001)",9.90390225741548
7004,1121000414,2014-09-27,750000.0,4,2.75,3150,6343,1.0,0.0,3.0,3,8,1810,1340.0,1976,,98126,47.5424,-122.381,2250,6343,6.75,0,9493,8593,"(47.5424, -122.381)",5.063929718066391
7005,4239400920,2014-09-22,149000.0,3,1.0,1090,2800,1.0,0.0,0.0,3,6,1090,,1969,,98092,47.3162,-122.18299999999999,1040,2960,4.0,0,3890,4000,"(47.3162, -122.18299999999999)",21.47354761231417
7006,9408300380,2014-06-09,605000.0,3,2.5,2670,47480,2.0,0.0,3.0,3,9,2670,,1981,,98072,47.7443,-122.11399999999999,2760,42800,5.5,0,50150,45560,"(47.7443, -122.11399999999999)",13.931410813099603
7007,6865200095,2014-10-24,725000.0,3,2.0,2110,5800,1.5,0.0,0.0,4,7,1990,120.0,1927,,98103,47.6645,-122.34200000000001,1620,4300,5.0,0,7910,5920,"(47.6645, -122.34200000000001)",3.8300707139858874
7008,6669080010,2014-09-22,413900.0,4,2.25,1770,5236,2.0,0.0,0.0,3,7,1770,,2007,,98056,47.5137,-122.189,2470,5064,6.25,0,7006,7534,"(47.5137, -122.189)",9.523915779247526
7009,1446400670,2014-07-31,199950.0,3,1.5,1510,6600,1.0,0.0,0.0,3,6,1510,,1938,,98168,47.4821,-122.331,990,6600,4.5,0,8110,7590,"(47.4821, -122.331)",8.785251683560853
7010,203100460,2014-09-24,400000.0,1,1.0,530,13679,1.0,0.0,0.0,4,6,530,,1949,,98053,47.6422,-121.954,1930,20624,2.0,0,14209,22554,"(47.6422, -121.954)",17.947950721043423
7011,9523102750,2014-08-12,870000.0,3,1.5,2420,5000,2.0,0.0,0.0,4,8,2200,220.0,1925,,98103,47.6744,-122.353,2070,5000,4.5,0,7420,7070,"(47.6744, -122.353)",4.571480912359586
7012,8078570380,2014-06-05,292000.0,5,2.5,2490,7666,1.0,0.0,0.0,4,7,1490,1000.0,1989,,98031,47.4022,-122.171,1930,7415,7.5,0,10156,9345,"(47.4022, -122.171)",16.250552635357217
7013,1423800080,2014-05-12,225000.0,3,1.0,990,8012,1.0,0.0,0.0,4,7,990,,1966,,98058,47.4557,-122.181,1260,9060,4.0,0,9002,10320,"(47.4557, -122.181)",12.844063303260876
7014,9259900010,2015-03-16,466750.0,4,2.0,1730,9139,2.0,0.0,0.0,3,8,1730,,1957,,98125,47.7181,-122.316,1410,7311,6.0,0,10869,8721,"(47.7181, -122.316)",7.583337076993689
7015,4223400050,2015-03-23,330000.0,2,1.5,1440,11954,1.0,0.0,0.0,4,8,1440,,1978,,98002,47.2909,-122.219,1460,9730,3.5,0,13394,11190,"(47.2909, -122.219)",22.665043949291082
7016,686400380,2014-10-02,770000.0,7,2.25,3260,8145,2.0,0.0,0.0,5,8,3260,,1967,,98008,47.6336,-122.115,2340,8145,9.25,0,11405,10485,"(47.6336, -122.115)",10.44309189189929
7017,1102001112,2015-02-13,802500.0,4,2.25,1950,7000,1.0,0.0,1.0,3,8,1450,500.0,1957,,98118,47.5426,-122.262,1840,6440,6.25,0,8950,8280,"(47.5426, -122.262)",5.759237201403156
7018,241900020,2014-07-18,378800.0,5,2.5,2740,5400,2.0,0.0,0.0,3,8,2740,,2005,,98031,47.4036,-122.205,2900,5476,7.5,0,8140,8376,"(47.4036, -122.205)",15.471060744922292
7019,8691300380,2015-05-01,795000.0,3,2.75,2940,12487,2.0,0.0,0.0,3,10,2940,,1997,,98075,47.5879,-121.973,3110,10837,5.75,0,15427,13947,"(47.5879, -121.973)",16.99040657884594
7020,3426049132,2015-04-22,460000.0,3,2.0,1200,7320,1.0,0.0,0.0,3,7,1200,,1955,,98115,47.6986,-122.286,1750,8220,5.0,0,8520,9970,"(47.6986, -122.286)",6.605699296441563
7021,3904901190,2014-12-19,567000.0,3,2.5,2070,10908,2.0,0.0,0.0,3,8,2070,,1986,,98029,47.5665,-122.023,2220,10975,5.5,0,12978,13195,"(47.5665, -122.023)",14.895087593199664
7022,1789900080,2014-07-22,209950.0,3,1.75,1570,15570,1.0,0.0,0.0,3,7,1570,,1981,,98023,47.3207,-122.36200000000001,2000,28200,4.75,0,17140,30200,"(47.3207, -122.36200000000001)",19.969565565120906
7023,1021049022,2014-05-20,415000.0,2,1.0,1050,60113,1.0,0.0,0.0,4,7,1050,,1943,,98001,47.3226,-122.287,1380,27442,3.0,0,61163,28822,"(47.3226, -122.287)",19.935615220661344
7024,5634500179,2014-12-15,424500.0,4,1.5,1830,6985,1.0,0.0,0.0,3,7,1080,750.0,1967,,98028,47.7494,-122.236,1650,9501,5.5,0,8815,11151,"(47.7494, -122.236)",10.75203799849948
7025,795002455,2015-05-05,261000.0,2,1.0,970,12500,1.0,0.0,0.0,3,6,970,,1941,,98168,47.5102,-122.33,1280,6250,3.0,0,13470,7530,"(47.5102, -122.33)",6.846552735631403
7026,6666860170,2014-08-27,365000.0,3,2.5,2200,9696,2.0,0.0,0.0,3,8,2200,,1987,,98031,47.4197,-122.205,2200,9915,5.5,0,11896,12115,"(47.4197, -122.205)",14.455964945624542
7027,9828200605,2015-04-08,631000.0,4,2.0,1930,3240,1.5,0.0,0.0,4,7,1930,,1911,,98122,47.6156,-122.29899999999999,1480,3600,6.0,0,5170,5080,"(47.6156, -122.29899999999999)",1.7927805583181533
7028,853200010,2014-07-01,3800000.0,5,5.5,7050,42840,1.0,0.0,2.0,4,13,4320,2730.0,1978,,98004,47.6229,-122.22,5070,20570,10.5,0,49890,25640,"(47.6229, -122.22)",5.498823321540825
7029,4449800345,2014-10-08,584000.0,3,2.5,1790,3962,2.0,0.0,0.0,3,8,1790,,1992,,98117,47.6894,-122.391,1340,3960,5.5,0,5752,5300,"(47.6894, -122.391)",6.098225198693955
7030,2522029136,2014-07-29,310000.0,3,1.75,1560,82328,1.0,0.0,0.0,3,7,1560,,1974,,98070,47.3674,-122.50299999999999,2100,205603,4.75,0,83888,207703,"(47.3674, -122.50299999999999)",18.430760838505517
7031,1149900050,2015-03-12,717000.0,4,2.5,2780,7985,2.0,0.0,0.0,4,10,2780,,1992,,98029,47.5608,-122.016,2650,8094,6.5,0,10765,10744,"(47.5608, -122.016)",15.297005608463936
7032,6908200080,2014-06-16,667000.0,3,1.5,1720,8100,2.0,0.0,0.0,3,8,1720,,1907,,98107,47.6746,-122.4,2210,8100,4.5,0,9820,10310,"(47.6746, -122.4)",5.404841109908007
7033,3395800660,2014-12-30,190000.0,3,1.0,1640,8100,1.0,0.0,0.0,3,6,1040,600.0,1939,,98146,47.482,-122.34,1600,8100,4.0,0,9740,9700,"(47.482, -122.34)",8.790376883345353
7034,9414610010,2014-06-17,430000.0,3,2.0,1730,9000,1.0,0.0,0.0,3,8,1370,360.0,1978,,98027,47.5202,-122.04700000000001,2390,10000,5.0,0,10730,12390,"(47.5202, -122.04700000000001)",14.823203242889269
7035,5379805120,2015-04-24,213000.0,2,1.0,740,7380,1.0,0.0,0.0,4,6,740,,1951,,98188,47.4481,-122.27799999999999,1500,10075,3.0,0,8120,11575,"(47.4481, -122.27799999999999)",11.458439205924318
7036,1530900290,2014-10-07,475000.0,3,2.5,2280,3710,1.0,0.0,0.0,3,8,1550,730.0,1990,,98072,47.735,-122.15899999999999,2030,3710,5.5,0,5990,5740,"(47.735, -122.15899999999999)",11.983143945885757
7037,8886000005,2015-03-09,649000.0,2,2.75,2090,23962,2.0,0.0,3.0,4,8,2090,,1988,,98070,47.4145,-122.44,1820,32340,4.75,0,26052,34160,"(47.4145, -122.44)",14.296507803838756
7038,8965400010,2014-06-06,715000.0,3,2.5,2550,13458,2.0,0.0,0.0,3,9,2550,,1990,,98006,47.5586,-122.12100000000001,3180,13458,5.5,0,16008,16638,"(47.5586, -122.12100000000001)",10.62551707940669
7039,8644210470,2015-03-18,845000.0,4,3.5,3350,19487,1.0,0.0,0.0,3,11,2460,890.0,1992,,98075,47.5796,-121.99799999999999,3360,19460,7.5,0,22837,22820,"(47.5796, -121.99799999999999)",15.895143324003818
7040,1545805980,2014-11-10,390000.0,3,2.5,2770,8820,1.0,0.0,0.0,3,7,1900,870.0,1980,2004.0,98038,47.3685,-122.04799999999999,1850,10920,5.5,1,11590,12770,"(47.3685, -122.04799999999999)",21.395398824681315
7041,2841500010,2014-09-24,390000.0,4,3.0,2860,5724,1.0,0.0,0.0,3,7,1730,1130.0,1983,,98108,47.5427,-122.302,2340,7200,7.0,0,8584,9540,"(47.5427, -122.302)",4.864918831861008
7042,1328330290,2014-07-29,328000.0,4,1.75,1990,7194,1.0,0.0,0.0,4,8,1400,590.0,1978,,98058,47.4417,-122.135,1820,7400,5.75,0,9184,9220,"(47.4417, -122.135)",14.904532511385998
7043,4222100280,2014-12-05,239999.0,3,2.75,1740,8436,1.0,0.0,0.0,3,7,1140,600.0,1967,,98003,47.3456,-122.305,1550,8436,5.75,0,10176,9986,"(47.3456, -122.305)",18.271583804191007
7044,4222200280,2014-10-21,225000.0,3,2.0,1460,7740,1.0,0.0,0.0,3,7,1460,,1968,,98003,47.3467,-122.306,1540,7644,5.0,0,9200,9184,"(47.3467, -122.306)",18.192132731882705
7045,3224510290,2014-10-16,920000.0,3,1.75,3670,11884,1.0,0.0,2.0,4,9,1950,1720.0,1979,,98006,47.5604,-122.133,3020,9747,4.75,0,15554,12767,"(47.5604, -122.133)",10.056552848789199
7046,5196420290,2015-03-17,940000.0,4,2.75,3270,9231,2.0,0.0,0.0,3,10,3270,,1995,,98052,47.6539,-122.12100000000001,3380,10154,6.75,0,12501,13534,"(47.6539, -122.12100000000001)",10.489715205972669
7047,1703900005,2015-05-01,465000.0,3,1.0,1210,4872,1.0,0.0,0.0,4,6,1210,,1949,,98118,47.5551,-122.273,1070,4872,4.0,0,6082,5942,"(47.5551, -122.273)",4.761895265186124
7048,3329530480,2014-07-01,241000.0,3,2.0,1770,7000,1.0,0.0,0.0,3,7,1770,,1986,,98001,47.3321,-122.26100000000001,1510,10462,5.0,0,8770,11972,"(47.3321, -122.26100000000001)",19.466111154108887
7049,1541700170,2014-06-09,307550.0,4,2.5,1980,5909,2.0,0.0,0.0,3,8,1980,,2003,,98031,47.3913,-122.185,2550,5487,6.5,0,7889,8037,"(47.3913, -122.185)",16.629642644371923
7050,8833510190,2014-10-31,490000.0,4,2.5,2650,9627,1.0,0.0,3.0,4,8,1610,1040.0,1976,,98028,47.7684,-122.25399999999999,2650,9221,6.5,0,12277,11871,"(47.7684, -122.25399999999999)",11.6466755133022
7051,8961970190,2014-05-12,647000.0,4,2.5,3040,6887,2.0,0.0,0.0,3,8,3040,,1999,,98074,47.6073,-122.015,2790,7196,6.5,0,9927,9986,"(47.6073, -122.015)",14.967525668139341
7052,323069120,2014-08-27,780000.0,4,2.75,3640,231739,1.5,0.0,0.0,3,10,3640,,1999,,98027,47.5078,-122.01799999999999,2670,91040,6.75,0,235379,93710,"(47.5078, -122.01799999999999)",16.411855298448256
7053,8944360170,2014-11-14,517500.0,3,2.5,1810,4332,2.0,0.0,0.0,3,8,1810,,1992,,98029,47.5776,-121.99600000000001,1740,4332,5.5,0,6142,6072,"(47.5776, -121.99600000000001)",16.00612669818352
7054,2546500020,2014-06-18,295000.0,3,2.0,1380,8682,1.0,0.0,0.0,4,7,1380,,1966,,98148,47.4238,-122.322,1410,10594,5.0,0,10062,12004,"(47.4238, -122.322)",12.827288656431447
7055,1338801060,2014-12-04,560000.0,4,1.5,1810,3400,2.0,0.0,0.0,3,8,1810,,1926,,98112,47.6264,-122.302,1770,3600,5.5,0,5210,5370,"(47.6264, -122.302)",1.9910498911660321
7056,3747600050,2014-11-05,319450.0,5,2.0,2250,5472,1.5,0.0,0.0,5,7,1750,500.0,1930,,98002,47.3065,-122.219,1540,5472,7.0,0,7722,7012,"(47.3065, -122.219)",21.620538888333073
7057,327000050,2014-12-12,1500000.0,4,3.25,3860,7199,2.0,0.0,1.0,3,9,2870,990.0,2005,,98115,47.6855,-122.26899999999999,2940,9600,7.25,0,11059,12540,"(47.6855, -122.26899999999999)",6.132349648455165
7058,1898900280,2014-09-19,340000.0,4,3.0,2380,20277,1.0,0.0,0.0,3,8,1500,880.0,1999,,98023,47.3046,-122.39200000000001,2370,15440,7.0,0,22657,17810,"(47.3046, -122.39200000000001)",21.206110508608287
7059,1423400005,2014-08-15,249950.0,3,1.0,1370,11658,1.0,0.0,0.0,4,6,1370,,1958,,98058,47.4576,-122.182,1080,9198,4.0,0,13028,10278,"(47.4576, -122.182)",12.709325332151865
7060,9521100585,2014-06-13,499950.0,3,1.0,1830,3000,1.5,0.0,0.0,3,7,1430,400.0,1926,,98103,47.6619,-122.351,1510,2500,4.0,0,4830,4010,"(47.6619, -122.351)",3.7049854358132195
7061,2025059150,2014-07-02,1040000.0,4,1.75,1440,13296,1.0,0.0,0.0,4,8,1440,,1967,,98004,47.63399999999999,-122.204,3520,10802,5.75,0,14736,14322,"(47.63399999999999, -122.204)",6.395127738163443
7062,8941500010,2015-02-16,750000.0,4,2.5,2510,17200,1.0,0.0,2.0,4,9,1540,970.0,1977,,98052,47.6287,-122.089,2370,14621,6.5,0,19710,16991,"(47.6287, -122.089)",11.596030225973713
7063,1425069071,2015-03-23,875000.0,4,2.5,3230,256132,2.0,0.0,0.0,3,9,3230,,2006,,98053,47.6544,-121.99799999999999,3080,217800,6.5,0,259362,220880,"(47.6544, -121.99799999999999)",16.05836113506935
7064,686400670,2015-04-14,678000.0,3,1.75,1670,7210,1.0,0.0,0.0,5,8,1670,,1967,,98008,47.6344,-122.116,2200,7210,4.75,0,8880,9410,"(47.6344, -122.116)",10.406162953250828
7065,2624049073,2014-07-29,360000.0,2,1.0,780,4200,1.0,0.0,0.0,3,6,780,,1920,,98118,47.5381,-122.26700000000001,1620,6000,3.0,0,4980,7620,"(47.5381, -122.26700000000001)",5.8794489787281705
7066,1523059180,2014-09-23,354900.0,3,1.0,1720,16552,1.0,0.0,0.0,4,7,1720,,1971,,98059,47.4772,-122.15299999999999,1550,15457,4.0,0,18272,17007,"(47.4772, -122.15299999999999)",12.500755235427167
7067,8016300250,2014-08-27,632000.0,5,2.5,2260,10087,1.0,0.0,0.0,3,8,1520,740.0,1967,,98008,47.5982,-122.12799999999999,2500,9440,7.5,0,12347,11940,"(47.5982, -122.12799999999999)",9.733695695187835
7068,7694600143,2014-12-18,350000.0,3,1.75,1480,9375,1.0,0.0,0.0,4,7,1480,,1957,,98146,47.5076,-122.366,1370,9000,4.75,0,10855,10370,"(47.5076, -122.366)",7.155179662832081
7069,269000950,2014-07-30,990000.0,3,4.0,2550,3900,2.0,0.0,2.0,3,8,2050,500.0,1940,2003.0,98199,47.6415,-122.39200000000001,2340,6400,7.0,1,6450,8740,"(47.6415, -122.39200000000001)",3.4217461593550667
7070,2724079090,2015-01-05,1650000.0,4,3.25,3920,881654,3.0,0.0,3.0,3,11,3920,,2002,,98024,47.5385,-121.896,2970,112384,7.25,0,885574,115354,"(47.5385, -121.896)",21.097058247862815
7071,3342103369,2014-07-07,481000.0,4,2.5,2286,8269,2.0,0.0,0.0,3,8,2286,,2002,,98056,47.5174,-122.194,2110,4711,6.5,0,10555,6821,"(47.5174, -122.194)",9.178552631479894
7072,7104100050,2014-06-24,485000.0,3,2.5,1500,5412,1.0,0.0,0.0,5,7,900,600.0,1920,,98136,47.5499,-122.39399999999999,1090,5412,5.5,0,6912,6502,"(47.5499, -122.39399999999999)",4.900982190025519
7073,8944360290,2015-04-13,477000.0,3,2.5,1740,4960,2.0,0.0,0.0,3,8,1740,,1992,,98029,47.5772,-121.99799999999999,1740,5021,5.5,0,6700,6761,"(47.5772, -121.99799999999999)",15.917686593754578
7074,6072500050,2014-07-29,560000.0,5,2.5,2880,9000,1.0,0.0,0.0,5,8,1440,1440.0,1966,,98006,47.5456,-122.179,2010,9000,7.5,0,11880,11010,"(47.5456, -122.179)",8.54779202080968
7075,1066000290,2014-11-17,600000.0,6,3.0,2600,9350,1.0,0.0,0.0,4,8,1340,1260.0,1963,,98008,47.6198,-122.105,2090,9102,9.0,0,11950,11192,"(47.6198, -122.105)",10.798109164900941
7076,2817260130,2014-06-13,622500.0,5,2.75,3320,23760,2.0,0.0,0.0,4,8,2190,1130.0,1975,,98072,47.7498,-122.146,2520,36720,7.75,0,27080,39240,"(47.7498, -122.146)",13.143056856404908
7077,3582750170,2015-04-29,410000.0,2,2.25,1660,2128,2.0,0.0,0.0,4,8,1660,,1974,,98028,47.7528,-122.25200000000001,1640,2128,4.25,0,3788,3768,"(47.7528, -122.25200000000001)",10.668648937157522
7078,255370420,2015-04-02,318200.0,3,2.5,1990,3644,2.0,0.0,0.0,3,7,1990,,2010,,98038,47.3531,-122.01700000000001,2580,3800,5.5,0,5634,6380,"(47.3531, -122.01700000000001)",23.138929018581756
7079,2571910380,2014-06-05,289000.0,3,2.0,1680,8424,1.0,0.0,0.0,3,7,1680,,1993,,98022,47.1969,-122.01100000000001,1990,8545,5.0,0,10104,10535,"(47.1969, -122.01100000000001)",32.29459994395383
7080,3832150190,2014-05-20,263000.0,3,1.75,1570,7775,2.0,0.0,0.0,3,7,1570,,1982,,98031,47.3876,-122.21600000000001,1580,8622,4.75,0,9345,10202,"(47.3876, -122.21600000000001)",16.30843374615056
7081,5279100680,2014-06-05,240000.0,3,1.0,1150,4825,1.0,0.0,0.0,4,6,1150,,1957,,98027,47.5321,-122.029,1760,7121,4.0,0,5975,8881,"(47.5321, -122.029)",15.283517460183662
7082,7889601870,2015-04-07,281500.0,3,1.0,1270,7500,1.0,0.0,0.0,3,7,1270,,1953,,98146,47.4921,-122.339,1340,3000,4.0,0,8770,4340,"(47.4921, -122.339)",8.091819095894632
7083,5694001061,2014-06-20,587206.0,3,3.5,1890,1710,2.0,0.0,0.0,3,8,1640,250.0,1999,,98103,47.6592,-122.34899999999999,1680,1562,6.5,0,3600,3242,"(47.6592, -122.34899999999999)",3.504909733527625
7084,1912100882,2014-07-30,482000.0,2,2.25,1350,1248,2.0,0.0,0.0,3,7,1180,170.0,2000,,98102,47.6399,-122.32,1760,3360,4.25,0,2598,5120,"(47.6399, -122.32)",2.2528921364963153
7085,8563020170,2015-03-10,485000.0,3,1.75,1650,9500,1.0,0.0,0.0,3,8,1650,,1967,,98052,47.631,-122.098,1880,9375,4.75,0,11150,11255,"(47.631, -122.098)",11.199839402645072
7086,8656800020,2015-02-12,309000.0,3,2.5,1450,11480,2.0,0.0,0.0,3,7,1450,,1990,,98014,47.672,-121.86399999999999,2080,87991,5.5,0,12930,90071,"(47.672, -121.86399999999999)",22.411325607765644
7087,3876540780,2014-06-19,221000.0,3,2.25,1640,7350,1.0,0.0,0.0,3,7,1140,500.0,1984,,98003,47.2625,-122.3,1480,8041,5.25,0,8990,9521,"(47.2625, -122.3)",24.014687459818713
7088,8563030280,2014-05-13,700000.0,3,2.5,2030,8398,2.0,0.0,0.0,4,9,2030,,1975,,98008,47.6272,-122.095,2450,8104,5.5,0,10428,10554,"(47.6272, -122.095)",11.306823389024242
7089,2114300290,2014-09-29,411500.0,5,3.0,2420,7740,1.0,0.0,0.0,5,7,1360,1060.0,1929,1969.0,98106,47.536,-122.35799999999999,1840,6780,8.0,1,10160,8620,"(47.536, -122.35799999999999)",5.157799542156767
7090,9141100005,2014-10-28,285000.0,4,3.5,2770,10505,2.0,0.0,0.0,3,8,2770,,1940,2015.0,98133,47.7412,-122.355,1760,10505,7.5,1,13275,12265,"(47.7412, -122.355)",9.16173037584997
7091,5727500019,2014-06-05,395000.0,4,3.0,1980,7931,1.0,0.0,0.0,4,7,1160,820.0,1983,,98133,47.7513,-122.334,1910,7931,7.0,0,9911,9841,"(47.7513, -122.334)",9.818757865618014
7092,1796360080,2014-07-09,237950.0,2,1.75,1460,7926,1.0,0.0,0.0,4,7,1460,,1987,,98042,47.3665,-122.09200000000001,1680,8206,3.75,0,9386,9886,"(47.3665, -122.09200000000001)",20.28054864310011
7093,9485800050,2015-03-10,680000.0,3,2.5,1610,8064,1.0,0.0,2.0,4,7,1160,450.0,1981,,98033,47.6818,-122.189,2260,8328,5.5,0,9674,10588,"(47.6818, -122.189)",8.495680644385684
7094,5560000680,2014-12-26,199950.0,2,1.0,1010,10057,1.0,0.0,0.0,3,6,1010,,1961,,98023,47.3286,-122.336,1040,8591,3.0,0,11067,9631,"(47.3286, -122.336)",19.387618588874286
7095,9297300480,2014-12-12,765000.0,4,3.5,2760,4000,2.0,0.0,2.0,3,8,2000,760.0,1926,2014.0,98126,47.5687,-122.374,1690,4000,7.5,1,6760,5690,"(47.5687, -122.374)",3.3040530002152844
7096,6813600415,2014-05-08,515000.0,2,1.0,1060,4960,1.0,0.0,0.0,3,7,1060,,1926,,98103,47.6896,-122.331,1420,4960,3.0,0,6020,6380,"(47.6896, -122.331)",5.560585837392546
7097,6751300255,2014-06-16,470000.0,3,1.5,1510,8000,1.0,0.0,0.0,4,7,1510,,1956,,98007,47.5865,-122.135,1430,8000,4.5,0,9510,9430,"(47.5865, -122.135)",9.509158727669574
7098,3300700480,2014-08-20,330000.0,2,1.0,880,4000,1.0,0.0,0.0,3,6,780,100.0,1937,,98117,47.6931,-122.37899999999999,950,4000,3.0,0,4880,4950,"(47.6931, -122.37899999999999)",6.1281651466949265
7099,5379800446,2015-02-26,284000.0,3,2.5,2150,9375,1.0,0.0,0.0,3,8,1550,600.0,1968,,98188,47.4578,-122.274,1950,9100,5.5,0,11525,11050,"(47.4578, -122.274)",10.856948976764004
7100,9558200080,2014-09-12,295000.0,3,2.5,1660,8125,1.0,0.0,0.0,3,7,1150,510.0,1999,,98148,47.4373,-122.333,1250,8125,5.5,0,9785,9375,"(47.4373, -122.333)",11.878156798236256
7101,6817801150,2015-03-30,555000.0,4,2.5,2160,10987,1.0,0.0,0.0,4,8,1440,720.0,1981,,98074,47.6333,-122.03399999999999,1280,11617,6.5,0,13147,12897,"(47.6333, -122.03399999999999)",14.176515817499913
7102,1454100005,2014-08-06,350000.0,3,1.0,1370,8162,1.5,0.0,0.0,3,6,1370,,1949,,98125,47.7263,-122.289,1560,8250,4.0,0,9532,9810,"(47.7263, -122.289)",8.384831160064605
7103,104540840,2014-12-03,240000.0,3,2.25,1460,5818,1.0,0.0,0.0,3,7,1140,320.0,1986,,98023,47.3113,-122.35799999999999,1490,6031,5.25,0,7278,7521,"(47.3113, -122.35799999999999)",20.60787631690766
7104,2207100635,2015-02-04,419900.0,3,1.5,1450,7000,1.0,0.0,0.0,3,7,1450,,1955,,98007,47.5983,-122.15,1490,7245,4.5,0,8450,8735,"(47.5983, -122.15)",8.711680512370242
7105,2489200250,2015-04-30,528000.0,3,2.0,1560,6300,1.0,0.0,0.0,3,7,1560,,1924,,98126,47.5407,-122.37899999999999,1620,6300,5.0,0,7860,7920,"(47.5407, -122.37899999999999)",5.134372726586222
7106,5130000080,2015-03-11,481000.0,4,2.5,2480,9869,1.0,0.0,0.0,4,8,1240,1240.0,1963,,98028,47.7612,-122.229,2230,10310,6.5,0,12349,12540,"(47.7612, -122.229)",11.62779698537231
7107,6150700169,2014-06-09,304700.0,2,1.0,740,5995,1.0,0.0,0.0,4,7,740,,1949,,98133,47.7291,-122.337,1140,5995,3.0,0,6735,7135,"(47.7291, -122.337)",8.284365027711173
7108,8691350130,2015-02-04,715000.0,4,2.5,2927,12171,2.0,0.0,0.0,3,10,2927,,1998,,98075,47.5948,-121.98299999999999,2967,12166,6.5,0,15098,15133,"(47.5948, -121.98299999999999)",16.48959683616651
7109,6189200345,2014-08-20,738950.0,4,2.75,2260,12005,1.0,0.0,0.0,4,8,2260,,1956,1989.0,98005,47.6342,-122.171,1870,10800,6.75,1,14265,12670,"(47.6342, -122.171)",7.889520787918077
7110,2222059099,2014-10-22,215000.0,3,1.5,1240,9405,1.0,0.0,0.0,4,7,1240,,1966,,98042,47.3727,-122.162,2260,7611,4.5,0,10645,9871,"(47.3727, -122.162)",18.254693608981487
7111,7227800660,2014-05-22,300000.0,6,2.0,2040,10812,1.0,0.0,0.0,4,5,2040,,1943,,98056,47.4919,-122.181,1440,10200,8.0,0,12852,11640,"(47.4919, -122.181)",10.86901263651244
7112,1148000005,2014-06-23,346000.0,3,1.75,1270,8100,1.0,0.0,0.0,3,6,880,390.0,1950,,98146,47.4828,-122.344,1650,8173,4.75,0,9370,9823,"(47.4828, -122.344)",8.740788324406202
7113,6055000430,2015-03-27,473000.0,4,3.5,4370,37193,2.0,0.0,3.0,3,8,2780,1590.0,1996,,98022,47.24100000000001,-121.979,2860,39356,7.5,0,41563,42216,"(47.24100000000001, -121.979)",30.432874416971615
